# chapter	claim id	claim as made in prose	source	status
# Sources live in resources/sources/02/ (SOURCES.md). JIRA = jira.mongodb.org; commit = mongodb/mongo 60636b4d3ae6; vendor posts read from Wayback captures (see SOURCES.md). 3.6 GA date from the r3.6.0 tag and the announce list (2026-09-03).
02	02-zdnet-jan9	ZDNet, 9 Jan 2017: "some 27,000 MongoDB servers have been compromised in the past day, up from an estimated 2,000 on January 3 and 8,542 on January 5"; "more than a quarter of the 99,000 MongoDB instances open to the internet have been compromised"	ZDNet, 9 Jan 2017 (zdnet-2017-01-09.txt)	checked-by:fable:2026-09-02
02	02-register-jan9	The Register, 9 Jan 2017: Merrigan says attacks "soared from 12,000 earlier today to 27,633, over the course of about 12 hours"; "some 15 distinct attackers"; kraken0 "has compromised 15,482 MongoDB instances, demanding 1 bitcoin … No one appears to have paid"; Gevers helped victims secure their databases, "118 so far, according to the updated working sheet"; "99,000 MongoDB installations are exposed, Gevers says"	The Register, 9 Jan 2017 (register-2017-01-09.txt)	checked-by:fable:2026-09-03
02	02-krebs-jan10	Krebs, 10 Jan 2017: Shodan "more than 52,000 publicly accessible MongoDB databases … The largest share … in the United States"; Merrigan "at least 29,000 MongoDB databases that were previously published online are now erased"; Flashpoint's Wikholm "at least 20,000 databases have been deleted"; the method (Gevers saw listings "with names like 'readme,' 'readnow,' 'encrypted' and 'readplease'"; re-run the query and "many now have a different database title and a new ransom note"; "Use Shodan to scan for open MongoDB databases, connect using anonymous access, and then list all available databases"); Merrigan helping "on his personal time"; "Merrigan and Gevers are maintaining a public Google Drive document (read-only) that is tracking the various victims and ransom demands"	Krebs on Security, 10 Jan 2017, Wayback capture 2017-01-11 (krebs-2017-01-10.txt)	checked-by:fable:2026-09-02
02	02-sheet	The Gevers/Merrigan "MongoDB ransacking" Google sheet, first tab: 109 rows; columns include "Name of replaced DB", "Ransom size", "Number of Transactions", "Total BTC Recieved", "Victims (OSINT)", "Victims (helped)"; some three dozen rows name an actor and an actor with several notes or wallets spans several rows (Harak1r1 rows 8–21, Kraken0 rows 23–30 of the excerpt); no version column; totals row 283 transactions, 26.86 BTC, 86,993 OSINT victims, 102 helped; cells undated; rows run to 2019	Google Sheets export, first tab (gevers-merrigan-sheet-excerpt.txt)	checked-by:fable:2026-09-03
02	02-sept-wave	Bleeping, 4 Sep 2017: three new groups "hijacked over 26,000 servers", one group 22,449; "attackers ruined over 45,000 databases"; Gevers: "Is this a lack of knowledge? Did they mess up the [MongoDB] security settings without knowing it? Are they running on older version without safe defaults and other vulnerabilities?"	Bleeping Computer, 4 Sep 2017 (bleeping-2017-09-04.txt)	checked-by:fable:2026-09-02
02	02-ottenheimer-sep	Davi Ottenheimer, MongoDB blog, 8 Sep 2017: the new wave "does not indicate a new risk, just new targets"; "users left systems insecure – connected to the Internet with no password on their Administrator account"; "since release 2.6.0 we have made localhost binding the default configuration in our most popular deployment package formats, RPM and deb"; "Beginning with development release version 3.5.7, localhost-only binding is implemented directly in the MongoDB server, making it the default behavior for all distributions"; "This will also be incorporated into our upcoming production-ready 3.6 release"; "we added a warning to our download center to ensure users know the network configuration risks with non-packaged distributions"; "daily security tests to send alerts on whether their instance is exposed to the public Internet"	MongoDB blog, 8 Sep 2017, Wayback capture 2018-07-21 (ottenheimer-2017-09-08.txt)	checked-by:fable:2026-09-03
02	02-securityweek-port	"By default, MongoDB runs on TCP port 27017"; Vickery found the MacKeeper data via a Shodan search for "port:27017"; SecurityWeek: openly accessible instances are "not … a vulnerability in the database management system, but due to the way developers configure the system"	SecurityWeek, 15 Dec 2015 (securityweek-2015-12-15.txt)	checked-by:fable:2026-09-02
02	02-commit-listen	Commit 60636b4, src/mongo/util/net/listen.cpp: for an empty bind string, `out.push_back(SockAddr("0.0.0.0", port));  // IPv4 all` became `SockAddr("127.0.0.1", port));  // IPv4 localhost`; server_options_helpers.cpp option help changed from "all local ips by default" to "localhost by default"	GitHub API diff of mongodb/mongo 60636b4d3ae60a24c080c7250459814eef5e7c87 (commit-60636b4.txt)	checked-by:fable:2026-09-02
02	02-server-4216	SERVER-4216 filed by Roman Shtylman 4 Nov 2011: the Debian repo install's mongodb.conf "Does not have a 'bind_ip 127.0.0.1' option set"; "The default should be to lockdown as much as possible and only expose if the user requests it"; resolved 8 Apr 2014, fix version 2.6.0-rc0	JIRA SERVER-4216 via REST API (jira-server-4216.txt)	checked-by:fable:2026-09-02
02	02-release-notes-36	3.6 release notes, "Default Bind to Localhost": "Starting with MongoDB 3.6, MongoDB binaries, mongod and mongos, bind to localhost by default. From MongoDB versions 2.6 to 3.4, only the binaries from the official MongoDB RPM (Red Hat, CentOS, Fedora Linux, and derivatives) and DEB (Debian, Ubuntu, and derivatives) packages would bind to localhost by default."; compatibility page: "Remote clients cannot connect to the binaries bound only to localhost."	docs source repo, branch v3.6, release-notes/3.6.txt + includes/fact-default-bind-ip-change.rst (release-notes-3.6-and-2.6-bind.txt)	checked-by:fable:2026-09-03
02	02-shodan-2015-jul	Matherly, 18 Jul 2015: "nearly 30,000 instances on the Internet that don't have any authorization enabled"; "595.2 TB of data exposed"; method `shodan download --limit -1 mongodb "product:MongoDB"` plus a script summing database sizes; "MongoDB version 2.4.14 seems to be the last version that still listened to 0.0.0.0 by default"; SERVER-4216 "taking a bit more than 2 years to change"; "cloud images don't get updated as often". (The post's "40% of the instances are running a very old version of MongoDB (1.8.1)" follows the hackedDB result and names no denominator; not used.)	Shodan blog, 18 Jul 2015 (shodan-2015-07-18.txt)	checked-by:fable:2026-09-03
02	02-shodan-2015-dec	Matherly, 15 Dec 2015: "at least 35,000 publicly available, unauthenticated instances"; "684.8 TB"; most popular versions 3.0.7 (3,010), 2.4.9, 2.4.14, 2.4.10, 3.0.6; "By default, newer versions of MongoDB only listen on localhost. The fact that MongoDB 3.0 is well-represented means that a lot of people are changing the default configuration of MongoDB to something less secure and aren't enabling any firewall"; "It could be that users are upgrading their instances but using their existing, insecure configuration files"	Shodan blog, 15 Dec 2015 (shodan-2015-12-15.txt)	checked-by:fable:2026-09-02
02	02-jira-28229-summary	SERVER-28229 "User Summary as of May 17, 2017": "as of this release, MongoDB servers will only listen for connections on the local host unless explicitly configured to listen on another address. The next production release, 3.6, incorporates this change."; "Before changing this new default behavior, users are encouraged to review our Security Checklist"; "To make MongoDB servers accept connections from remote and local sources" set `--bind_ip 0.0.0.0` / `net: bindIp: 0.0.0.0` or `--bind_ip_all`; "Advanced deployments running on hosts with multiple network interfaces may find other values of net.bindIp useful"; "If your MongoDB servers need to accept external network connections, please go through our Security Checklist before following the instructions above"	JIRA SERVER-28229 description panel via REST API (jira-server-28229.txt)	checked-by:fable:2026-09-03
02	02-horowitz-auth	Eliot Horowitz (founder and CTO) to TNW, 8 Nov 2017: "On 3.6, localhost only is enabled by default. If you start MongoDB, you have to explicitly turn on networking. If you don't explicitly turn it on, that entire method of doing ransomware goes away"; "If you explicitly turn it on, but don't turn on authentication, we can't help you at that point"	The Next Web, 8 Nov 2017 (tnw-2017-11-08.txt)	checked-by:fable:2026-09-03
02	02-jira-28229-spec	SERVER-28229 "Bind to localhost by default", reporter/assignee Spencer Jackson, created 7 Mar 2017, resolved 28 Apr 2017, fix version 3.5.7; original description: "MongoDB binaries should bind to localhost by default. This will allow small deployments and testing environments to be used from localhost, while not being accessible from the internet."; three changes: bind 127.0.0.1 (and ::1 with --ipv6), a startup warning when no explicit bind_ip, a --bind_ip_all flag	JIRA SERVER-28229 via REST API (jira-server-28229.txt)	checked-by:fable:2026-09-03
02	02-commit-dates	Commit 60636b4 "SERVER-28229: Bind to localhost by default", author Spencer Jackson, authored 2017-04-25, committed 2017-04-28, 31 files changed	GitHub API, mongodb/mongo 60636b4d3ae60a24c080c7250459814eef5e7c87 (commit-60636b4.txt)	checked-by:fable:2026-09-02
02	02-commit-warning	Startup warning added in startup_warnings_common.cpp: "** ATTENTION: The server is bound to localhost." / "Remote systems will be unable to connect to this server." / "Start the server with --bind_ip <address> to specify which IP addresses it should serve responses from, or with --bind_ip_all to bind to all interfaces."	commit 60636b4, src/mongo/db/startup_warnings_common.cpp hunk (commit-60636b4.txt)	checked-by:fable:2026-09-02
02	02-docker-180	docker-library/mongo issue #180, "3.5.7 now binds to localhost-only by default": names SERVER-28229 and commit 60636b4; "There is a new --bind_ip_all flag, but it does pose complications similar to what we've got with our new initdb behavior around configuration files"	https://github.com/docker-library/mongo/issues/180 (docker-library-mongo-issue-180.txt)	checked-by:fable:2026-09-02
02	02-press-release-36	MongoDB, Inc. press release, London, 8 Nov 2017: "today announced the release of MongoDB 3.6" (announcement; no GA date stated): "The most popular installer for MongoDB already limits network access by binding to localhost by default. With MongoDB 3.6, this default behavior is implemented directly in the server itself, so all MongoDB packages across all platforms refuse all external connections to the database unless otherwise explicitly configured by the administrator."	MongoDB newsroom (mongodb-newsroom-2017-11-08.txt)	checked-by:fable:2026-09-03
02	02-ga-36	MongoDB 3.6.0 general availability: the annotated git tag r3.6.0 in mongodb/mongo is dated 2017-12-01T17:19:42Z (tagger Ramon Fernandez); the mongodb-announce post "MongoDB 3.6 Released" (Eliot Horowitz, 5 Dec 2017) opens "MongoDB 3.6 is now generally available for production deployments."; 8 Nov 2017 was the announcement (press release "today announced the release"; TNW: "The final release is expected at some point in December")	GitHub API tag object 8a3014ca…; https://groups.google.com/g/mongodb-announce/c/IDlWs6RTnm8 (mongodb-36-ga-tag-and-announce.txt)	checked-by:fable:2026-09-03
02	02-manual-today	MongoDB Manual (live, re-read 2026-09-03): net.bindIp "Default: localhost"; Security Checklist item "Limit Network Exposure"	MongoDB Manual configuration-options and security-checklist pages (manual-bindip-and-checklist.txt)	checked-by:fable:2026-09-03
02	02-manual-auth-default	MongoDB Manual (live): security.authorization "Type: string Default: disabled"; "disabled — A user can access any database and perform any action"; Security Checklist item "Enable Access Control and Enforce Authentication"	MongoDB Manual configuration-options and security-checklist pages, fetched 2026-09-03 (manual-bindip-and-checklist.txt, appended sections)	checked-by:fable:2026-09-03
02	02-shodan-2020	Matherly, 10 May 2020: "MongoDB's exposure in 2018 was already drastically lower than the others due to a series of ransomware attacks. Those attacks are still on-going but the overall exposure of public MongoDB instances has drastically decreased. This is the only database among the 3 I looked at where the amount of exposed data has actually decreased (from 24 TB to 12.5 TB)"; the post gives data volume, not a host count, and does not state whether its method matches 2015's	Shodan blog, 10 May 2020 (shodan-2020-05-10.txt)	checked-by:fable:2026-09-02
02	02-zdnet-2020	ZDNet, 1 Jul 2020: 22,900 databases ransomed, "roughly 47% of all MongoDB databases accessible online"; "another 3,000 in February 2019"; "Back in 2017, Davi Ottenheimer, Senior Director of Product Security at MongoDB, Inc., blamed the attacks –and rightfully so– on database owners who failed to set a password for their databases, and then left their servers exposed online without a firewall"; "From the 60,000 MongoDB servers left exposed online in early 2017, the needle has barely moved to 48,000 exposed servers today" — no source stated for either figure; causes given as "incorrect MongoDB configuration tutorials", "honest mistakes", "server images that come packed with a misconfigured MongoDB system out of the box"; "The default MongoDB database setup today comes with secure defaults out of the box"	ZDNet, 1 Jul 2020 (zdnet-2020-07-01.txt)	checked-by:fable:2026-09-03
02	02-shadowserver-instrument	Shadowserver's Open MongoDB Report "identifies hosts that have the MongoDB NoSQL database running on port 27017/TCP and accessible on the Internet"; tags no-authentication hosts "mongodb-noauth"; a secondary probe lists "the first five databases that were returned"; the page gives no historical count and no scan cadence, and the report data was not obtained	Shadowserver, Open MongoDB Report page, description last updated 2025-12-29 (shadowserver-open-mongodb-report.txt)	checked-by:fable:2026-09-03
