# chapter	claim id	claim as made in prose	source	status
# Sources and fetch notes live in resources/sources/07/SOURCES.md. House = CHRG-117hhrg45085; Senate = S. Hrg. 117-429 / CHRG-117shrg46569.
07	07-carmakal-first-login	Mandiant's earliest evidence was an April 29 login to a VPN appliance with a legacy profile, employee username and password; the profile required no one-time passcode	House hearing, Carmakal prepared statement, transcript lines 1192–1215 (house-hearing-2021-06-09.txt)	checked-by:codex:2026-09-03
07	07-carmakal-misconfiguration	Carmakal called the condition a misconfiguration: a legacy VPN profile believed inactive accepted an employee username and password; he said the credential's acquisition route was uncertain	House hearing, Thompson/Carmakal, transcript lines 1420–1452 (house-hearing-2021-06-09.txt)	checked-by:codex:2026-09-03
07	07-carmakal-one-person	Carmakal said one person had legitimate password access as far as Mandiant knew, and that the password had been stolen from another website although its exact source was unknown	House hearing, Jackson Lee/Carmakal, transcript lines 1668–1712 (house-hearing-2021-06-09.txt)	checked-by:codex:2026-09-03
07	07-carmakal-remediation	Carmakal said the legacy profile was completely removed and Colonial VPN logins then required a password plus one-time code	House hearing, Thompson/Carmakal, transcript lines 1420–1452 (house-hearing-2021-06-09.txt)	checked-by:codex:2026-09-03
07	07-cisa-advisory	CISA/FBI said DarkSide hit Colonial's IT network with no indication at that time of direct OT impact, described the affiliate-based RaaS model, and recommended MFA for remote IT and OT access	CISA/FBI Joint Advisory AA21-131A, Summary, Technical Details, Mitigations (cisa-aa21-131a.txt)	checked-by:codex:2026-09-03
07	07-cnn-folk	CNN carried Bloomberg's disused-VPN, no-MFA and dark-web-batch account and attributed to Carmakal that there was no employee phishing evidence or earlier activity before April 29	CNN, Fung and Sands, 2021-06-04, quoted passages (cnn-2021-06-04.txt); Bloomberg direct opening incomplete (bloomberg-2021-06-04.txt)	checked-by:codex:2026-09-03
07	07-doerfler-table3	The 2019 study covered over 350,000 hijacking attempts; Table 3 reports security-key prevention at 100% ±25% for bots and 100% ±28% for phishing with no targeted figure; Table 7 reports 88.2% same-session success for two-factor users and 89.5% for password-only users	Doerfler et al., WWW 2019, abstract, Table 3, §5.3 and Table 7 (doerfler-2019-login-challenges.txt)	checked-by:codex:2026-09-03
07	07-doj-seizure	DOJ announced seizure of 63.7 bitcoins then valued around $2.3 million from an address for which the FBI had the private key; its release does not explain how the key was obtained	DOJ press release 2021-06-07 (doj-seizure-2021-06-07.txt); source-availability note in SOURCES.md	checked-by:codex:2026-09-03
07	07-fbi-attribution	The FBI attributed the Colonial Pipeline network compromise to DarkSide ransomware on 10 May 2021	FBI statement 2021-05-10 (fbi-statement-2021-05-10.txt)	checked-by:codex:2026-09-03
07	07-fedreg-sd01-sd02	The Federal Register records SD-01 issued 26 May 2021 with reporting, coordinator and self-assessment duties, and SD-02 issued 19 July with mitigations, a contingency plan and annual third-party architecture review	86 FR 52953 §§I.A–B (fedreg-2021-20738.txt)	checked-by:codex:2026-09-03
07	07-gao	GAO said TSA used voluntary pipeline-security guidelines and reviews before May 2021 and had addressed 12 of 15 recommendations from its 2018–19 reports	GAO-21-105263 pp. 1–2 (gao-21-105263.txt)	checked-by:codex:2026-09-03
07	07-google-blog-2019	Google reported zero exclusive security-key users phished in its investigation, 90% prevention for device prompts, 76% for SMS against targeted attacks, and 38% without their phone when challenged	Google Security Blog, Thomas and Moscicki, 2019-05-17 (google-2019-account-hygiene.txt)	checked-by:codex:2026-09-03
07	07-hassan-two-step	Senator Hassan summarized the testimony as no two-step authentication and called the VPN old before Blount clarified the legacy profile was unseen in penetration tests	Senate hearing, Hassan/Blount, transcript lines 1118–1140 (senate-hearing-2021-06-08.txt)	checked-by:codex:2026-09-03
07	07-krebs-2018	Krebs reported Google's 85,000-plus staff claim; Google's spokesperson instead said there had been no reported or confirmed account takeovers since security keys were implemented	Krebs on Security, 2018-07-23 (krebs-2018-security-keys.txt)	checked-by:codex:2026-09-03
07	07-lang-2016	Google's 2016 paper says OTP second factors remain vulnerable to phishing, describes a two-year deployment beginning inside Google, and says a security key tests user presence while signing the server challenge through the requesting browser	Lang et al., FC 2016, abstract, §1, §§4.1–4.2 (lang-2016-security-keys.txt)	checked-by:codex:2026-09-03
07	07-peters-opening	Senator Peters opened the 8 June hearing by attributing the compromised-VPN-password account to recent news reports	Senate hearing, Peters opening, transcript lines 228–246 (senate-hearing-2021-06-08.txt)	checked-by:codex:2026-09-03
07	07-sd02e-mfa	The public 2024 SD-02E says it continues measures first issued in July 2021 and requires MFA or controls providing commensurate mitigation, with a control-room exception requiring compensating controls	TSA SD Pipeline-2021-02E (2024), purpose and §III.C.2 (tsa-sd-pipeline-2021-02e.txt)	checked-by:codex:2026-09-03
07	07-uber-2022	Uber said a contractor initially rejected repeated two-factor prompts but eventually accepted one, allowing an attacker with the contractor's password to log in	Uber, “Security update,” 2022-09-16/19 (uber-2022-security-update.txt)	checked-by:codex:2026-09-03
07	07-webauthn-scoping	WebAuthn scopes public-key credentials to origins belonging to the relying party, enforced jointly by user agents and authenticators	W3C Web Authentication Level 3 §1 (webauthn-l3.txt)	checked-by:codex:2026-09-03
07	07-wikipedia-folk	Wikipedia describes an inactive VPN account without MFA and says the attack afflicted computerized equipment managing the pipeline	Wikipedia, “Colonial Pipeline ransomware attack,” saved excerpt 2026-09-02 (wikipedia-colonial.txt)	checked-by:codex:2026-09-03
