# chapter	claim id	claim as made in prose	source	status
# Sources live in resources/sources/01/ (SOURCES.md). Complaint = United States v. Thompson, MJ19-0344, Doc. 1 (allegations). CA9 = 9th Cir. No. 22-30179 (2025-03-17). OCC = Consent Order #2020-036. Judgment 2025 = W.D. Wash. 2:19-cr-00159-RSL Doc. 462 (2025-10-29).
01	01-july17-email	On 17 July 2019 at 1:25 AM a previously unknown individual e-mailed Capital One's responsible-disclosure address: "There appears to be some leaked s3 data of yours in someone's github / gist … Let me know if you want help tracking them down"	Complaint ¶¶8–9 (pp. 5–6), reproduced e-mail	checked-by:fable:2026-09-01
01	01-capone-dates	Capital One determined on 19 July 2019 that an intrusion had occurred; the vulnerability was reported via its Responsible Disclosure Program on 17 July; "We immediately fixed the issue and promptly began working with federal law enforcement"	https://www.capitalone.com/digital/facts2019/ (capitalone-facts2019.txt)	checked-by:fable:2026-09-01
01	01-three-commands	Complaint ¶11: three commands — first obtained credentials for *****-WAF-Role; second (List Buckets) listed bucket names; third (Sync) copied data from buckets "for which the *****-WAF-Role account had the requisite permissions"	Complaint ¶11 (p. 6)	checked-by:fable:2026-09-01
01	01-tested	Capital One re-ran the commands and confirmed they functioned; the 700+ names matched its bucket names; the 21 April log entry matched the file timestamp	Complaint ¶12 (p. 7)	checked-by:fable:2026-09-01
01	01-data-tokenized	Data was primarily credit card applications; SSNs tokenized or encrypted, names/addresses/DOB/credit history not; approximately 120,000 SSNs and approximately 77,000 bank account numbers; "likely tens of millions of applications"	Complaint ¶14 (p. 8)	checked-by:fable:2026-09-01
01	01-capone-numbers	Capital One: about 140,000 SSNs, about 80,000 linked bank account numbers, approximately 1 million Canadian SINs, approximately 100 million US and 6 million Canadian individuals; no credit card account numbers or log-in credentials compromised	https://www.capitalone.com/digital/facts2019/ (capitalone-facts2019.txt)	checked-by:fable:2026-09-01
01	01-capone-4700	On 27 January 2021 Capital One reported approximately 4,700 additional SSNs among the accessed data	https://www.capitalone.com/digital/facts2019/ (capitalone-facts2019.txt)	checked-by:fable:2026-09-01
01	01-slack-wafrole	On or about 26 June 2019 "erratic" posted on a Slack channel a list of files, two of which referenced *****-WAF-Role, the directory name the Sync Command would create; the Slack channel's Meetup group listed "Paige Thompson (erratic)" as organizer	Complaint ¶¶17–18 (p. 9)	checked-by:fable:2026-09-01
01	01-dm-june18	On 18 June 2019 Twitter user "ERRATIC" sent direct messages to the reporting source saying she was "dropping capitol ones dox" and "wanna distribute those buckets i think first" (the "bomb vest" message); the affiant reads this as intent to disseminate stolen data "starting with Capital One"	Complaint ¶25 (pp. 11–12)	checked-by:fable:2026-09-02
01	01-ca9-valentine	The Ninth Circuit names the recipient of the June 2019 Twitter messages as "cybersecurity professional Kat Valentine"; the messages "included links to the data and threats to distribute it"; Valentine reported the breach to Capital One	CA9 slip op. p. 7 (ca9-opinion.txt); dissent pp. 28–29 attributes the "bomb vest" message to the exchange with Valentine	checked-by:fable:2026-09-02
01	01-ca9-tormented	Judge Sung's dissent quotes the same exchange: "Im ready to check the f*** out . . . I dont care if its jail or death. Prefer to die"; the district court found Thompson "tortured and tormented about what she did"; the majority held that finding "is not supported by the record"	CA9 slip op. dissent pp. 28–29; majority p. 15 (ca9-opinion.txt)	checked-by:fable:2026-09-02
01	01-resume	Resume on a linked GitLab page: systems engineer at the Cloud Computing Company 2015–16; Ninth Circuit: "Over two years after her employment at Amazon ended, Thompson began hacking AWS customers' accounts"	Complaint ¶15 (pp. 8–9); CA9 slip op. p. 5 (ca9-opinion.txt)	checked-by:fable:2026-09-01
01	01-indictment-30	Indictment (28 Aug 2019) described "scanning software that allowed her to identify customers of a cloud computing company who had misconfigured their firewalls" and Capital One plus "more than 30 other entities"	DOJ indictment release 2019-08-28 (doj-indict.txt); indictment itself not fetched	checked-by:fable:2026-09-01
01	01-no-dissemination	"Investigators have found no evidence that THOMPSON sold or disseminated any of the information she accessed"	DOJ indictment release 2019-08-28 (doj-indict.txt); CA9 p. 6 ("did not sell or distribute any stolen information")	checked-by:fable:2026-09-01
01	01-verdict	June 2022, seven-day trial: guilty of wire fraud, five counts of unauthorized access to a protected computer and damaging a protected computer; not guilty of access device fraud and aggravated identity theft	DOJ verdict release (doj-verdict.txt); CA9 p. 8	checked-by:fable:2026-09-01
01	01-ca9-98m	Ninth Circuit: "scanned millions of publicly available IP addresses associated with AWS"; "credentials from at least 200 entities and stole data from at least 30 of them"; "did not sell or distribute any stolen information"; PII of 98 million Americans	CA9 slip op. pp. 5–6 (ca9-opinion.txt)	checked-by:fable:2026-09-01
01	01-sentence	October 2022: Judge Robert S. Lasnik sentenced Thompson to time served and five years of probation; prosecutors asked for a seven-year sentence	DOJ sentencing release (doj-sentence.txt); CA9 pp. 8, 10 (Government argued for 84 months)	checked-by:fable:2026-09-01
01	01-restitution	Restitution ordered at over $40 million at a separate hearing	CA9 slip op. p. 10 n. 6 (ca9-opinion.txt)	checked-by:fable:2026-09-01
01	01-ca9-vacated	On 17 March 2025 the Ninth Circuit vacated the sentence as substantively unreasonable; Guidelines range 168–210 months; ~98% downward variance	CA9 slip op. pp. 2, 5 (ca9-opinion.txt)	checked-by:fable:2026-09-01
01	01-judgment-2025	On 29 October 2025 the district court entered judgment on remand: time served on all counts; supervised release of 2 years on count 1 and 1 year on counts 2, 4, 5 and 8, "crediting the defendant with the 3 years of probation already served"; location monitoring (GPS) for three years "with credit for time served of three years"; 250 hours of community service; restitution of $40,745,000 to Capital One	Judgment in a Criminal Case, Doc. 462, sheets 1–3D and 5 (judgment-2025.txt; raw OCR judgment-2025-ocr-raw.txt)	checked-by:fable:2026-09-02
01	01-occ-penalty	OCC assessed an $80 million civil money penalty on 6 August 2020 (order signed 5 August 2020)	OCC Consent Order #2020-036 Art. III ¶1 (p. 3); OCC News Release 2020-101 (occ-news-release.txt)	checked-by:fable:2026-09-01
01	01-occ-neither	"The Comptroller finds, and the Bank neither admits nor denies, the following"	OCC Consent Order #2020-036 Art. II preamble (p. 2)	checked-by:fable:2026-09-01
01	01-occ-findings	OCC findings: no effective risk assessment before the ~2015 cloud migration; failures in network security controls, DLP controls and "effective dispositioning of alerts"; internal audit failed to identify weaknesses; Board failed to hold management accountable; Bank "has begun addressing the identified corrective action"	OCC Consent Order #2020-036 Art. II ¶¶1–5 (pp. 2–3) (occ-consent-order.txt)	checked-by:fable:2026-09-01
01	01-fed-cd	Federal Reserve cease-and-desist against Capital One Financial Corporation, 6 August 2020, "the result of a significant data breach from March 2019"; required an enhanced risk-management program	https://www.federalreserve.gov/newsevents/pressreleases/enforcement20200806a.htm (fed-release.txt); order text not fetched	checked-by:fable:2026-09-01
01	01-settlement	"The company was fined $80 million and settled customer lawsuits for $190 million"; Capital One: class settlement preliminarily approved 7 February 2022	DOJ verdict release (doj-verdict.txt); capitalone-facts2019.txt	checked-by:fable:2026-09-01
01	01-imds-what	AWS: the IMDS "runs on a special 'link local' IP address of 169.254.169.254 that means only software running on the instance can access it" and "makes the AWS credentials available for any IAM role that is attached to the instance"	AWS Security Blog 2019-11-19, first paragraph (aws-imdsv2.txt)	checked-by:fable:2026-09-02
01	01-creds-portable	The List Buckets and Sync commands were executed from Tor exit nodes and IPredator VPN addresses	Complaint ¶13 (pp. 7–8)	checked-by:fable:2026-09-01
01	01-aws-statement	Amazon statement to Krebs: "The intrusion was caused by a misconfiguration of a web application firewall and not the underlying infrastructure or the location of the infrastructure"	Krebs 2019-08-02 (krebs-2019-08.txt)	checked-by:fable:2026-09-01
01	01-imdsv2-date	AWS announced IMDSv2 on 19 November 2019 in a post titled for "open firewalls, reverse proxies, and SSRF vulnerabilities"; the post does not mention Capital One	AWS Security Blog, Colm MacCárthaigh, 2019-11-19 (aws-imdsv2.txt)	checked-by:fable:2026-09-02
01	01-imdsv2-default	AWS: IMDSv1 "is fully secure"; IMDSv2 adds "belt and suspenders" protections for four vulnerability types; at launch "Both IMDSv1 and IMDSv2 will be available and enabled by default"; v1 kept for customers with v1 tools; CloudWatch metric for v1 calls; ec2:RoleDelivery IAM context key to restrict buckets to v2 credentials	AWS Security Blog 2019-11-19, paragraphs 3, 4 and final section (aws-imdsv2.txt)	checked-by:fable:2026-09-02
01	01-imdsv2-put	IMDSv2 mechanics and rationale: PUT-initiated session token; "the vast majority do not permit HTTP PUT requests"; no tokens to callers with X-Forwarded-For; PUT plus token "always strictly more effective than requiring only a static header"; token response with IP TTL of 1 so it "will, by default, not be able to travel outside the instance"; curl recipe	AWS Security Blog 2019-11-19 (aws-imdsv2.txt)	checked-by:fable:2026-09-02
